,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
12757,34264,Text,2010-11-09,"L'Illustration, No. 3257, 29 Juillet 1905",fr,Various,L'Illustration,12757
12758,34265,Text,2010-11-09,Das Anjekind: Eine ErzÃ¤hlung,de,"Bonsels, Waldemar, 1881?-1952",DE Prosa,12758
12759,34285,Text,2010-11-11,Partie carrÃ©e,fr,"Gautier, ThÃ©ophile, 1811-1872",FR LittÃ©rature,12759
12760,34286,Text,2010-11-12,"Alexandre Herculano
Conferencia pÃºblica realizada no Atheneu Commercial de Lisboa, na noite de 15 de Julho de 1900",pt,"Machado, Diogo Rosa",PT Biografia,12760
12761,34288,Text,2010-11-12,Fialho d'Almeida,pt,"Villa-Moura, Bento de Oliveira Cardoso, Visconde de, 1877-1935; Carneiro, AntÃ³nio, 1872-1930 [Illustrator]",PT Biografia,12761
12762,34292,Text,2010-11-12,Ramalho OrtigÃ£o,pt,"Arantes, Hemeterio",PT Biografia,12762
12763,34294,Text,2010-11-12,"Birds Illustrated by Color Photography, Vol. 3, No. 2 [February, 1898]
A Monthly Serial designed to Promote Knowledge of Bird-Life",en,Various,"Animal; Animals-Wild-Birds; Birds, Illustrated by Color Photography",12763
12764,34297,Text,2010-11-12,Angela's Business,en,"Harrison, Henry Sydnor, 1880-1930; Gruger, Frederic Rodrigo, 1871-1953 [Illustrator]","Bestsellers, American, 1895-1923",12764
12765,34299,Text,2010-11-12,"Homo-Culture; Or, The Improvement of Offspring Through Wiser Generation",en,"Holbrook, M. L. (Martin Luther), 1831-1902",Sociology,12765
12766,34301,Text,2010-11-12,Le Bossu: Aventures de Cape et d'ÃpÃ©e. Volume 3,fr,"FÃ©val, Paul, 1817-1887",FR LittÃ©rature,12766
12767,34311,Text,2010-11-13,"Geographic Range of the Hooded Skunk, Mephitis macroura
With Description of a New Subspecies from Mexico",en,"Dalquest, Walter Woelber, 1917-2000; Hall, E. Raymond (Eugene Raymond), 1902-1986",Animal; Animals-Wild-Mammals,12767
12768,34314,Text,2010-11-14,"A New Pocket Gopher (Thomomys) and A New Spiny Pocket Mouse (Liomys) from MichoacÃ¡n, Mexico",en,"Hall, E. Raymond (Eugene Raymond), 1902-1986; Villa RamÃ­rez, Bernardo, 1911-",Animal; Animals-Wild-Mammals,12768
12769,34315,Text,2010-11-14,Two New Meadow Mice from MichoacÃ¡n Mexico,en,"Hall, E. Raymond (Eugene Raymond), 1902-1986",Animal; Animals-Wild-Mammals,12769
12770,34326,Text,2010-11-15,"A New Hylid Frog from Eastern Mexico.
University of Kansas Publication, Vol 1, No 15",en,"Taylor, Edward Harrison, 1889-1978",Animal; Animals-Wild-Reptiles and Amphibians,12770
12771,34332,Text,2010-11-15,"Ivanhoe (2/4)
Le retour du croisÃ©",fr,"Scott, Walter, 1771-1832; MontÃ©mont, Albert, 1788-1861 [Translator]",FR LittÃ©rature,12771
12772,34337,Text,2010-11-16,Birds Found on the Arctic Slope of Northern Alaska,en,"Bee, James W.",Animal; Animals-Wild-Birds,12772
12773,34340,Text,2010-11-16,Three New Beavers from Utah,en,"Crane, Harold S.; Durrant, Stephen David, 1902-1975",Animal; Animals-Wild-Mammals,12773
12774,34342,Text,2010-11-16,"Ivanhoe (3/4)
Le retour du croisÃ©",fr,"Scott, Walter, 1771-1832; MontÃ©mont, Albert, 1788-1861 [Translator]",FR LittÃ©rature,12774
12775,34346,Text,2010-11-16,L'amore di Loredana,it,"ZÃ¹ccoli, Luciano, 1868-1929",IT Romanzi,12775
12776,34348,Text,2010-11-17,The Drama of Glass,en,"Field, Kate, 1838-1896",Technology,12776
12777,34349,Text,2010-11-17,"L'Illustration, No. 3240, 1 Avril 1905",fr,Various,L'Illustration,12777
12778,34351,Text,2010-11-17,"Histoire de Marie-Antoinette
Nouvelle Ã©dition revue et augmentÃ©e",fr,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870",FR Histoire,12778
12779,34352,Text,2010-11-17,La Repubblica di Venezia e la Persia,it,"Berchet, Guglielmo, 1833-1913",IT Storia,12779
12780,34353,Text,2010-11-17,The Forest Habitat of the University of Kansas Natural History Reservation,en,"Fitch, Henry S. (Henry Sheldon), 1909-2009; McGregor, Ronald L.",Animal; Animals-Wild-Mammals,12780
12781,34354,Text,2010-11-17,Le Bossu: Aventures de Cape et d'ÃpÃ©e. Volume 4,fr,"FÃ©val, Paul, 1817-1887",FR LittÃ©rature,12781
12782,34362,Text,2010-11-18,Joseph Smith as Scientist: A Contribution to Mormon Philosophy,en,"Widtsoe, John Andreas, 1872-1952",Christianity; Latter Day Saints,12782
12783,34363,Text,2010-11-18,"L'Illustration, No. 3241, 8 Avril 1905",fr,Various,L'Illustration,12783
12784,34364,Text,2010-11-18,Le moulin du Frau,fr,"Le Roy, EugÃ¨ne, 1836-1907",FR LittÃ©rature,12784
12785,34371,Text,2010-11-20,"Pliocene and Pleistocene Records of Fossil Turtles from Western Kansas and Oklahoma
University of Kansas Publications Museum of Natural History Volume 1",en,"Galbreath, Edwin C. (Edwin Carter), 1913-1989",Animal; Animals-Wild-Reptiles and Amphibians,12785
12786,34374,Text,2010-11-20,Ulrike: Eine ErzÃ¤hlung,de,"Sternheim, Carl, 1878-1942",DE Prosa,12786
12787,34376,Text,2010-11-22,Our Domestic Birds: Elementary Lessons in Aviculture,en,"Robinson, John H. (John Henry), 1863-1935",Animals-Domestic,12787
12788,34382,Text,2010-11-20,Richard Wagner,fr,"Champfleury, 1821-1889",FR Musique,12788
12789,34385,Text,2010-11-20,"L'Illustration, No. 3242, 15 Avril 1905",fr,Various,L'Illustration,12789
12790,34386,Text,2010-11-21,Castilho e Quental: ReflexÃµes sobre a actual questÃ£o litteraria,pt,"Malheiro Dias, Augusto",PT PolÃ­tica e Sociedade,12790
12791,34387,Text,2010-11-21,Historia de Portugal: Tomo I,pt,"Oliveira Martins, J. P. (Joaquim Pedro), 1845-1894",PT HistÃ³ria,12791
12792,34388,Text,2010-11-21,ColonisaÃ§Ã£o de LourenÃ§o Marques: Conferencia feita em 13 de marÃ§o de 1897,pt,"Freire de Andrade, Alfredo Augusto, 1859-1929",PT HistÃ³ria,12792
12793,34389,Text,2010-11-21,"L'Illustration, No. 3243, 22 Avril 1905",fr,Various,L'Illustration,12793
12794,34400,Text,2010-11-23,Napoleon's Marshals,en,"Dunn-Pattison, R. P., 1874-1916",Napoleonic(Bookshelf),12794
12795,34412,Text,2010-11-23,A New Species of Heteromyid Rodent from the Middle Oligocene of Northeast Colorado with Remarks on the Skull,en,"Galbreath, Edwin C. (Edwin Carter), 1913-1989",Animal; Animals-Wild-Mammals,12795
12796,34414,Text,2010-11-23,Just William,en,"Crompton, Richmal, 1890-1969; Henry, Thomas, 1879-1962 [Illustrator]",Best Books Ever Listings,12796
12797,34420,Text,2010-11-23,Riya's Foundling,en,"Budrys, Algis, 1931-2008",Science Fiction,12797
12798,34421,Text,2010-11-23,The Escaping Club,en,"Evans, A. J. (Alfred John), 1889-",World War I,12798
12799,34422,Text,2010-11-23,"Lautrec; ou, Quinze ans de mÅurs Parisiennes, 1885-1900",fr,"Coquiot, Gustave, 1865-1926","FR Biographie, MÃ©moires, Journal intime, Correspondance",12799
12800,34424,Text,2010-11-23,Ludwig Fugeler: Roman,de,"Schieber, Anna, 1867-1945",DE Prosa,12800
12801,34429,Text,2010-11-24,Check-list of the Birds of Kansas,en,"Tordoff, Harrison Bruce, 1923-",Animal; Animals-Wild-Birds,12801
12802,34432,Text,2010-11-24,L'enfant de ma femme,fr,"Kock, Paul de, 1793-1871",FR LittÃ©rature,12802
12803,34435,Text,2010-11-25,Le SystÃ¨me Solaire se mouvant,fr,"Tischner, August, 1819-",Astronomy; FR Sciences et Techniques,12803
12804,34437,Text,2010-11-25,Methods of Destroying Rats,en,"Lantz, David E. (David Ernest), 1855-1918",Animal; Animals-Wild-Trapping; Animals-Wild-Mammals,12804
12805,34440,Text,2010-11-25,A Jewish Chaplain in France,en,"Levinger, Lee J. (Lee Joseph), 1890-1966",World War I,12805
12806,34444,Text,2010-11-25,"The Story of the Great War, Volume 8
Victory with the Allies; Armistice; Peace Congress; Canada's War Organizations and vast War Industries; Canadian Battles Overseas",en,"Churchill, Allen L. (Allen Leon), 1873- [Editor]; Miller, Francis Trevelyan, 1877-1959 [Editor]; Reynolds, Francis J. (Francis Joseph), 1867-1937 [Editor]",World War I,12806
12807,34445,Text,2010-11-25,"Åuvres de P. Corneille, Tome 02",fr,"Corneille, Pierre, 1606-1684; Marty-Laveaux, Charles Joseph, 1823-1899 [Commentator]",FR ThÃ©Ã¢tre,12807
12808,34446,Text,2010-11-25,Cottontail Rabbits in Relation to Trees and Farm Crops,en,"Lantz, David E. (David Ernest), 1855-1918",Animal; Animals-Wild-Mammals,12808
12809,34449,Text,2010-11-26,A New Extinct Emydid Turtle from the Lower Pliocene of Oklahoma,en,"Galbreath, Edwin C. (Edwin Carter), 1913-1989",Animal; Animals-Wild-Reptiles and Amphibians,12809
12810,34451,Text,2010-11-26,Paris,fr,"Zola, Ãmile, 1840-1902",FR LittÃ©rature,12810
12811,34456,Text,2010-11-27,"L'Illustration, No. 3735, 3 Octobre 1914",fr,Various,L'Illustration,12811
12812,34465,Text,2010-11-28,A Little Book of Christmas,en,"Bangs, John Kendrick, 1862-1922; Becher, Arthur E., 1877-1960 [Illustrator]",Christmas,12812
12813,34469,Text,2010-11-28,L'Atlantide,fr,"BenoÃ®t, Pierre, 1886-1962",FR LittÃ©rature,12813
12814,34479,Text,2010-11-29,"The History of Painting in Italy, Vol. 1 (of 6)
From the Period of the Revival of the Fine Arts to the End of the Eighteenth Century",en,"Lanzi, Luigi, 1732-1810; Roscoe, Thomas, 1791-1871 [Translator]",Art; Italy,12814
12815,34496,Text,2010-11-29,Aimer quand mÃªme,fr,"La BrÃ¨te, Jean de, 1854-1945",FR LittÃ©rature,12815
12816,34501,Text,2010-11-29,"Wolf and Coyote Trapping: An Up-to-Date Wolf Hunter's Guide
Giving the Most Successful Methods of Experienced ""Wolfers"" for Hunting and Trapping These Animals, Also Gives Their Habits in Detail.",en,"Harding, A. R. (Arthur Robert), 1871-1930",Animal; Animals-Wild-Mammals,12816
12817,34509,Text,2010-11-30,Better Meals for Less Money,en,"Greenough, Marietta McPherson, 1870-","Bestsellers, American, 1895-1923",12817
12818,34516,Text,2010-11-30,"L'Illustration, No. 0006, 8 Avril 1843",fr,Various,L'Illustration,12818
12819,34517,Text,2010-11-30,"Messere Arlotto Mainardi, Pievano di S. Cresci a Maciuoli",it,"Guerrazzi, Francesco Domenico, 1804-1873",IT Romanzi,12819
12820,34518,Text,2010-11-30,Cara Speranza,it,"Colombi, marchesa, 1840-1920",IT Racconti,12820
12821,34519,Text,2010-11-30,Mastr'Impicca,it,"Imbriani, Vittorio, 1840-1886",IT Racconti,12821
12822,34521,Text,2010-11-30,Das Buch der Bilder,de,"Rilke, Rainer Maria, 1875-1926",DE Lyrik,12822
12823,34523,Text,2010-11-30,"Fishes of Chautauqua, Cowley and Elk Counties, Kansas",en,"Metcalf, Artie L.",Animal; Animals-Wild,12823
12824,34528,Text,2010-12-01,Rome,fr,"Zola, Ãmile, 1840-1902",FR LittÃ©rature,12824
12825,34532,Text,2010-12-01,A Synopsis of the American Bats of the Genus Pipistrellus,en,"Dalquest, Walter Woelber, 1917-2000; Hall, E. Raymond (Eugene Raymond), 1902-1986",Animal; Animals-Wild-Mammals,12825
12826,34546,Text,2010-12-02,Additions to the List of the Birds of Louisiana,en,"Lowery, George H., Jr., 1913-1978",Animal; Animals-Wild-Birds,12826
12827,34547,Text,2010-12-02,"L'Illustration, No. 0007, 15 Avril 1843",fr,Various,L'Illustration,12827
12828,34550,Text,2010-12-02,Franz Joseph Haydn : The Story of the Choir Boy who became a Great Composer,en,"Tapper, Thomas, 1864-1958",Child's Own Book of Great Musicians,12828
12829,34554,Text,2010-12-03,Selected Records of Reptiles and Amphibians from Kansas,en,"Breukelman, John, 1901-1995; Smith, Hobart M. (Hobart Muir), 1912-2013",Animal; Animals-Wild-Reptiles and Amphibians,12829
12830,34556,Text,2010-12-03,Phylogeny of the Waxwings and Allied Birds,en,"Arvey, M. Dale (Martin Dale), 1915-",Animal; Animals-Wild-Birds,12830
12831,34559,Text,2010-12-04,Le Bossu: Aventures de Cape et d'ÃpÃ©e. Volume 5,fr,"FÃ©val, Paul, 1817-1887",FR LittÃ©rature,12831
12832,34560,Text,2010-12-04,Mon oncle Benjamin,fr,"Tillier, Claude, 1801-1844",FR LittÃ©rature,12832
12833,34561,Text,2010-12-04,L'ÃmigrÃ©,fr,"SÃ©nac de Meilhan, Gabriel, 1736-1803",FR LittÃ©rature,12833
12834,34562,Text,2010-12-04,John Deere's Steel Plow,en,"Kendall, Edward C.",Technology,12834
12835,34564,Text,2010-12-04,Maudit soit l'Amour!,fr,"Lecomte du NoÃ¼y, Hermine Oudinot, 1854-1915",FR LittÃ©rature,12835
12836,34568,Text,2010-12-04,Johann Sebastian Bach : The story of the boy who sang in the streets,en,"Tapper, Thomas, 1864-1958",Child's Own Book of Great Musicians,12836
12837,34571,Text,2010-12-06,"The Pearl Story Book: Stories and Legends of Winter, Christmas, and New Year's Day",en,"Skinner, Ada M. (Ada Maria), 1878- [Compiler]; Skinner, Eleanor L. (Eleanor Louise), 1872- [Compiler]",Christmas,12837
12838,34579,Text,2010-12-05,"Bees from British Guiana
Bulletin of the AMNH, Vol. XXXVIII, Art. XX, pp. 685-690",en,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948",Animal; Animals-Wild-Insects,12838
12839,34581,Text,2010-12-05,"Der Pfaffenspiegel
Historische Denkmale des Fanatismus in der rÃ¶misch-katholischen Kirche",de,"Corvin, Otto von, 1812-1886",DE Sachbuch,12839
12840,34582,Text,2010-12-05,Mozart : The story of a little boy and his sister who gave concerts,en,"Tapper, Thomas, 1864-1958",Child's Own Book of Great Musicians,12840
12841,34585,Text,2010-12-08,"The History of Painting in Italy, Vol. 2 (of 6)
From the Period of the Revival of the Fine Arts to the End of the Eighteenth Century",en,"Lanzi, Luigi, 1732-1810; Roscoe, Thomas, 1791-1871 [Translator]",Art; Italy,12841
12842,34604,Text,2010-12-09,Middle American Frogs of the Hyla microcephala Group,en,"Duellman, William Edward, 1930-; Fouquette, M. J.",Animal; Animals-Wild-Reptiles and Amphibians,12842
12843,34607,Text,2010-12-09,Woodcraft and Camping,en,"Sears, George Washington, 1821-1890",Camping,12843
12844,34608,Text,2010-12-09,"Ivanhoe (4/4)
Le retour du croisÃ©",fr,"Scott, Walter, 1771-1832; MontÃ©mont, Albert, 1788-1861 [Translator]",FR LittÃ©rature,12844
12845,34617,Text,2010-12-10,The Jews of Barnow: Stories,en,"Franzos, Karl Emil, 1848-1904; Macdowall, M. W. [Translator]",Judaism,12845
12846,34620,Text,2010-12-11,"MÃ©moires du marÃ©chal Marmont, duc de Raguse (9/9)",fr,"Marmont, Auguste FrÃ©dÃ©ric Louis Viesse de, duc de Raguse, 1774-1852","FR Biographie, MÃ©moires, Journal intime, Correspondance",12846
12847,34633,Text,2010-12-14,L'A. B. C. de l'aviation: Biplans et monoplans,fr,"Gastine, Louis, 1858-1935",Technology; FR Sciences et Techniques,12847
12848,34634,Text,2010-12-13,A Narrative of the Death of Captain James Cook,en,"Samwell, David, 1751-1798; Cartwright, Bruce, 1882-1939 [Editor]",New Zealand,12848
12849,34639,Text,2010-12-13,"I tre tiranni
Commedie del Cinquecento",it,"Ricchi, Agostino, 1512-1564; Sanesi, Ireneo, 1868-1964 [Editor]",IT Teatro in versi,12849
12850,34640,Text,2010-12-13,"Il pedante
Commedie del Cinquecento",it,"Belo, Francesco; Sanesi, Ireneo, 1868-1964 [Editor]",IT Teatro in prosa,12850
12851,34641,Text,2010-12-13,"Gl'ingannati degli accademici intronati di Siena
Commedie del Cinquecento",it,"Unknown; Sanesi, Ireneo, 1868-1964 [Editor]",IT Teatro in prosa,12851
12852,34642,Text,2010-12-13,"La Calandria
Commedie del Cinquecento",it,"Dovizi, Bernardo,â da Bibbiena, 1470-1520; Sanesi, Ireneo, 1868-1964 [Editor]",IT Teatro in prosa,12852
12853,34645,Text,2010-12-13,"The History of Painting in Italy, Vol. 3 (of 6)
From the Period of the Revival of the Fine Arts to the End of the Eighteenth Century",en,"Lanzi, Luigi, 1732-1810; Roscoe, Thomas, 1791-1871 [Translator]",Art; Italy,12853
12854,34648,Text,2010-12-13,Les terres d'or,fr,"Aimard, Gustave, 1818-1883; Auriac, J. Berlioz d' (Jules Berlioz), 1820-",FR LittÃ©rature,12854
12855,34651,Text,2010-12-14,Let's Use Soybeans,en,University of Illinois (Urbana-Champaign campus). Extension Service in Agriculture and Home Economics,Cookbooks and Cooking,12855
12856,34665,Text,2010-12-15,Christmas Penny Readings: Original Sketches for the Season,en,"Fenn, George Manville, 1831-1909",Christmas,12856
12857,34672,Text,2010-12-16,Fish Stories,en,"Abbott, Henry, 1850-1943",Animal; Animals-Wild,12857
12858,34676,Text,2010-12-16,Mr. Punch's Country Life: Humours of Our Rustics,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]",Humor,12858
12859,34680,Text,2010-12-18,The Messiah in Moses and the Prophets,en,"Lord, Eleazar, 1788-1871",Christianity,12859
12860,34692,Text,2010-12-19,"Mademoiselle de la SeigliÃ¨re, Volume 1 (of 2)",fr,"Sandeau, Jules, 1811-1883",FR LittÃ©rature,12860
12861,34693,Text,2010-12-19,"Mademoiselle de la SeigliÃ¨re, Volume 2 (of 2)",fr,"Sandeau, Jules, 1811-1883",FR LittÃ©rature,12861
12862,34694,Text,2010-12-19,Der Rubin,de,"Sack, Gustav, 1885-1916",DE Prosa,12862
12863,34695,Text,2010-12-19,Wenn mein Herz gesund wÃ¤r,de,"Lasker-SchÃ¼ler, Else, 1869-1945",DE Lyrik,12863
12864,34696,Text,2010-12-19,Die Verdorrten,de,"Weiss, Ernst, 1882-1940",DE Prosa,12864
12865,34701,Text,2010-12-19,Steam Engines,en,Anonymous,Technology,12865
12866,34708,Text,2010-12-20,Nord-Sud: AmÃ©rique; Angleterre; Corse; Spitzberg,fr,"Bazin, RenÃ©, 1853-1932",FR Voyages et pays,12866
12867,34715,Text,2010-12-22,"Nouvel atlas de poche des champignons Comestibles et VÃ©nÃ©neux les plus rÃ©pandus. SÃ©rie I (TroisiÃ¨me Ã©dition)
Suivi de notions gÃ©nÃ©rales sur les champignons, leur classification, composition chimique, valeur alimentaire, prÃ©paration",fr,"DumÃ©e, Paul, 1849-1930; Bessin, AimÃ©, 1870-1942 [Illustrator]",FR Sciences et Techniques,12867
12868,34717,Text,2010-12-21,Die Verwirrungen des ZÃ¶glings TÃ¶rleÃ,de,"Musil, Robert, 1880-1942",DE Prosa,12868
12869,34721,Text,2010-12-22,The Lighter Side of School Life,en,"Hay, Ian, 1876-1952; Baumer, Lewis Christopher Edward, 1870-1963 [Illustrator]",Humor,12869
12870,34731,Text,2010-12-23,40 years / 40 aÃ±os / 40 ans,en; es; fr,"Lebert, Marie","FR Services publics; FR Livres, Collections et Bibliophilie",12870
12871,34732,Text,2010-12-23,Max Carrados,en,"Bramah, Ernest, 1869?-1942",Detective Fiction,12871
12872,34733,Text,2010-12-23,Hymni ecclesiae,en; la,"Newman, John Henry, 1801-1890",Christianity,12872
12873,34734,Text,2010-12-23,Sonetti,it,"Pascarella, Cesare, 1858-1940",IT Poesia,12873
12874,34735,Text,2010-12-23,"Il tamburo di fuoco: Dramma africano di calore, colore, rumori, odori",it,"Marinetti, F. T., 1876-1944",IT Teatro in prosa,12874
12875,34736,Text,2010-12-23,"True Christianity
A Treatise on Sincere Repentence, True Faith, the Holy Walk of the True Christian, Etc.",en,"Arndt, Johann, 1555-1621; Schaeffer, Charles Frederick, 1807-1879 [Editor]; BÃ¶hm, Anton Wilhelm, 1673-1722 [Translator]",Christianity,12875
12876,34737,Text,2010-12-23,Beethoven : The story of a little boy who was forced to practice,en,"Tapper, Thomas, 1864-1958",Child's Own Book of Great Musicians,12876
12877,34740,Text,2010-12-23,Wayside and Woodland Trees: A pocket guide to the British sylva,en,"Step, Edward, 1855-1931",Forestry,12877
